"";"id";"texto_id";"estudante_id";"pergunta_id";"Pergunta";"Evidência";"Resposta";"Nível da rubrica";"predito"
"2526";"2372";1;113;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"Uma pessoa ficar com muito medo, ser a emoção mais forte";"3";"1"
"2527";"2393";1;114;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"Significa ter muito medo daquilo, se apavorar com isso.";"3";"2"
"2528";"2414";1;115;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"A expressão é uma maneira exagerada de dizer que tem muito medo de algo.";"3";"2"
"2529";"2435";1;116;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"Significa ter muito mais muito medo de ficar doente.";"3";"1"
"2530";"2477";1;118;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"É a pessoa ter um grande medo de algo.";"3";"2"
"2531";"2498";1;119;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"Significa  ficar com muito muito medo.";"3";"1"
"2532";"2519";1;120;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"""morrer de medo"" significa que as pessoas tinham muito medo das vacinas.";"2";"2"
"2533";"2540";1;121;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"a expresão morrer de medo significa que a pessoa está com muito medo";"3";"2"
"2534";"2561";1;122;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"Neste fragmento, a expressão ""morrer de medo"" significa ficar com muito medo de algo.";"3";"2"
"2535";"2582";1;123;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"Nessa expressão ""morrer de medo"" quer dizer ter muito medo.";"3";"1"
"2536";"2603";1;124;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"Significa ficar com muito medo";"3";"1"
"2537";"2624";1;125;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"O significado de ""morrer de medo"" é ficar com muito medo de ficar doente de acordo com o trecho.";"3";"2"
"2538";"2645";1;126;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"Ficar com muito medo de ficar doente.";"3";"1"
"2539";"2666";1;127;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"Morrer de medo significa ficar com muito medo.";"3";"1"
"2540";"2687";1;128;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"Morrer de medo, neste fragmento significa ter muito medo de tomar vacina .";"2";"2"
"2541";"2708";1;129;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"As pessoas precisavam ter MUITO medo, mais medo de ficar doente que de tomar vacina.";"3";"2"
"2542";"2729";1;130;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"Ter muito medo.";"3";"3"
"2543";"2792";1;133;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"E TER MUITO MEDO";"3";"3"
"2544";"2813";1;134;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"Ficar com muito medo.";"3";"1"
"2545";"2834";1;135;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"Morrer de medo significa nesse contexto que todos tivessem medo de pegar as doenças.";"1";"2"
"2546";"2855";1;136;20;"Há expressões que são usadas com outros sentidos. Veja o trecho em destaque.
“Os adultos podem até não confessar, mas com certeza já choraram para tomar injeção na hora da vacina alguma vez na vida. Especialmente porque, quando eles eram crianças, alguns médicos achavam que, para as famílias entenderem que vacina é assunto sério, precisava que todo mundo morresse de medo de ficar doente.”
Explique o que significa “morrer de medo” neste fragmento.
";"Explicar o uso de figuras de linguagem";"medo da doença";"1";"2"
"2547";"21";1;1;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"do criador do desenho";"2";"3"
"2548";"42";1;2;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Foi selecionado do arquivo pessoal de Darlan Rosa, seu criador.";"3";"3"
"2549";"63";1;3;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Foi selecionado do arquivo pessoal de Darlan Rosa, seu criador.";"3";"3"
"2550";"84";1;4;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Foi selecionado do arquivo pessoal de Darlan Rosa, seu criador.";"3";"3"
"2551";"105";1;5;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Foi selecionado do arquivo pessoal de Darlan Rosa, seu criador.";"3";"3"
"2552";"126";1;6;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Foi selecionado o arquivo de Darlan Rosa, ser o criador.";"3";"3"
"2553";"147";1;7;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Foi selecionado do arquivo pessoal Darlan Rosa,seu criador .";"3";"3"
"2554";"168";1;8;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Foi selecionado do arquivo pessoal Darlan Rosa,seu criador .";"3";"3"
"2555";"189";1;9;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Foi selecionado do artigo pessoal Darlan Rosa ,seu criador.";"2";"3"
"2556";"210";1;10;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Foi selecionado do arquivo pessoal de Darlan Rosa, seu criador.";"3";"3"
"2557";"231";1;11;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Foi selecionado do arquivo pessoal de Darlan Rosa, seu criador.";"3";"3"
"2558";"252";1;12;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Foi selecionado do arquivo pessoal de Darlan Rosa, seu criador.";"3";"3"
"2559";"273";1;13;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Foi selecionado do arquivo de Darlan Rosa,seu criador.";"3";"3"
"2560";"294";1;14;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Foi selecionado no arquivo pessoal de DARLAN Rosa,seu criador.";"3";"3"
"2561";"315";1;15;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"A reportagem selecionou esse desenho do arquivo pessoal de Darlan Rosa, o seu criador.";"3";"3"
"2562";"336";1;16;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Foi selecionado do arquivo pessoal de Darlan Rosa, seu criador";"3";"3"
"2563";"378";1;18;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Foi selecionado do arquivo pessoal Darlan Rosa ,seu criador.";"3";"3"
"2564";"399";1;19;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"A reportagem selecionou  esse desenho do Arquivo pessoal do criador do personagem.";"3";"3"
"2565";"420";1;20;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"arquivo pesual do Darlan";"3";"3"
"2566";"441";1;21;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Arquivo pessoal de Darlan Rosa";"3";"3"
"2567";"462";1;22;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"a reportagem selecionou esse dezenho do arquivo pessoal de Darlan Rosa";"3";"3"
"2568";"483";1;23;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Esse desenho foi tirado do Arquivo pessoal de Darlan Rosa .";"3";"3"
"2569";"504";1;24;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Do arquivo pessoal de Darlan Rosa.";"3";"3"
"2570";"525";1;25;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Arquivo pessoal de Darlan Rasa.";"3";"3"
"2571";"546";1;26;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Do arquivo pessoal de Darlan Rosa.";"3";"3"
"2572";"567";1;27;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"O desenho foi selecionado do arquivo pessoal de Darlan Rosa, seu criador.";"3";"3"
"2573";"588";1;28;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Ela selecionou esse desenho no começo com uma gota.";"1";"1"
"2574";"609";1;29;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Ele foi selecionado do arquivo pessoal do Darlan Rosa.";"3";"3"
"2575";"630";1;30;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Esse desenho foi selecionado  do arquivo pessoal do Darlan Rosa.";"3";"3"
"2576";"651";1;31;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"A reportagem";"1";"1"
"2577";"672";1;32;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"O arquivo pessoal de Darlan Rosa.";"3";"3"
"2578";"693";1;33;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"O arquivo pessoal de darlan rosa.";"3";"3"
"2579";"714";1;34;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Do arquivo pessoal de Darlan.";"3";"3"
"2580";"735";1;35;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Ela selecionou esse desenho do Arquivo Pessoal Darlan Rosa.";"3";"3"
"2581";"756";1;36;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Do arquivo pessoal de Darlan.";"3";"3"
"2582";"777";1;37;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"O desenho foi selecionado do arquivo pessoal de seu criador ,Darlan Rosa.";"3";"3"
"2583";"798";1;38;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"O desenho foi selecionado do arquivo pessoal de Darlan Rosa, o criador dele.";"3";"3"
"2584";"819";1;39;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Tendo acesso ao arquivo pessoal de Darlan.";"3";"3"
"2585";"840";1;40;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"DO CRIADOR";"2";"3"
"2586";"861";1;41;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"da propaganda do ze gotinha";"1";"1"
"2587";"882";1;42;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"E mutolegau";"1";"1"
"2588";"903";1;43;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"A reportagem selecionou esse desenho de Darlan Rosa";"2";"3"
"2589";"924";1;44;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"arquivo pessoal darla rosa";"3";"2"
"2590";"945";1;45;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"arquivo personal";"2";"2"
"2591";"966";1;46;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"arquivo pessoal";"2";"2"
"2592";"987";1;47;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"arquivo pessoal";"2";"2"
"2593";"1008";1;48;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"arquivo pessual";"2";"2"
"2594";"1029";1;49;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"arquivo pessoal";"2";"2"
"2595";"1050";1;50;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Arquivo pessoal da Darla Rosa.";"2";"3"
"2596";"1071";1;51;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"A reportagem pegou esse desenho de um arquivo pessoal de Darlan Rosa";"3";"3"
"2597";"1092";1;52;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"A reportagem retirou esse desenho do comercial.";"1";"1"
"2598";"1134";1;54;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"arquivo pessual do criador";"2";"2"
"2599";"1155";1;55;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Foi tirado do arquivo pessoal de Darnl Rosa.";"3";"3"
"2600";"1176";1;56;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"arquivo pessoal do criador";"2";"2"
"2601";"1218";1;58;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Arquivo pessoal do criador";"2";"2"
"2602";"1239";1;59;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"arquivo pessoal da criadora";"2";"2"
"2603";"1260";1;60;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"arquivo pessoal da criadora";"2";"2"
"2604";"1281";1;61;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"ARQIVO PESSOAL DE DARLAN ROSA.";"3";"3"
"2605";"1302";1;62;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"AR  QUIVO PESSOAL";"2";"2"
"2606";"1344";1;64;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"NO   PRAQUE.";"1";"1"
"2607";"1365";1;65;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Selecionaram  este desenho do arquivo pessoal da Darlan Rosa.";"2";"3"
"2608";"1386";1;66;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Um arquivo pessoal da criador do zé Gotinha.";"3";"3"
"2609";"1407";1;67;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"Arquivo pessoal do criador";"2";"2"
"2610";"1428";1;68;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"arquivo pessoal do criador";"2";"2"
"2611";"1449";1;69;21;"A imagem mostra o primeiro esboço de Zé Gotinha, isto é, o desenho inicial do personagem, com seus traços gerais. De onde a reportagem selecionou esse desenho?";"Localizar elementos espaciais ou temporais em um texto";"ARQUIVO PESSOAL DO CRIADOR";"2";"2"
